TAG	Genome_list	1121259.3	1214564.3	1387555.3	1387557.3	31899.1	351627.8	608506.3	632292.3	632335.8	632348.3	632516.3	632518.3
TAG7375	31899.10;632335.8;632516.3	-	-	-	-	fig|31899.10.peg.390|SAMN05216182_0262	-	-	-	fig|632335.8.peg.51|Calkr_0028	-	fig|632516.3.peg.2615|CallaDRAFT_2523	-
TAG7376	31899.10;632335.8;632516.3	-	-	-	-	fig|31899.10.peg.389|SAMN05216182_0261	-	-	-	fig|632335.8.peg.50|Calkr_0027	-	fig|632516.3.peg.2616|CallaDRAFT_2524	-
TAG7377	1214564.3;1387555.3;31899.10;632516.3	-	fig|1214564.3.peg.594	fig|1387555.3.peg.1431	-	"fig|31899.10.peg.2099,fig|31899.10.peg.395"	-	-	-	-	-	fig|632516.3.peg.2618	-
TAG7378	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2619|CallaDRAFT_2527	-
TAG7379	1214564.3;632335.8;632516.3	-	fig|1214564.3.peg.472	-	-	-	-	-	-	fig|632335.8.peg.191	-	fig|632516.3.peg.2621	-
TAG7380	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2623|CallaDRAFT_2531	-
TAG7381	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2624|CallaDRAFT_2534	-
TAG7382	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.2719	-	fig|632516.3.peg.2626|CallaDRAFT_2536	-
TAG7383	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2628	-
TAG7384	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2634|CallaDRAFT_2546	-
TAG7385	1387557.3;31899.10;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	-	-	-	fig|1387557.3.peg.2133	fig|31899.10.peg.2369|SAMN05216182_2153	-	"fig|608506.3.peg.1782|COB47_1663,fig|608506.3.peg.1929|COB47_1803"	fig|632292.3.peg.785|Calhy_0723	fig|632335.8.peg.2003|Calkr_1850	"fig|632348.3.peg.667|Calkro_0625,fig|632348.3.peg.916|Calkro_0862"	fig|632516.3.peg.2635|CallaDRAFT_2548	fig|632518.3.peg.1823|Calow_1717
TAG7386	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.2504|Calkr_2312	-	fig|632516.3.peg.2636|CallaDRAFT_2551	-
TAG7387	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.2502|Calkr_2310	-	fig|632516.3.peg.2638|CallaDRAFT_2553	-
TAG7388	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.84	fig|1214564.3.peg.1745	fig|1387555.3.peg.1673	fig|1387557.3.peg.1488	fig|31899.10.peg.1733|SAMN05216182_1523	fig|351627.8.peg.1986|Csac_1811	fig|608506.3.peg.1415|COB47_1310	fig|632292.3.peg.1566|Calhy_1479	fig|632335.8.peg.1349|Calkr_1227	fig|632348.3.peg.1536|Calkro_1454	fig|632516.3.peg.263|CallaDRAFT_0264	fig|632518.3.peg.1116|Calow_1037
TAG7389	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2640|CallaDRAFT_2555	-
TAG7390	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2641|CallaDRAFT_2556	-
TAG7391	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2642|CallaDRAFT_2557	-
TAG7392	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2643|CallaDRAFT_2558	-
TAG7393	1387555.3;632335.8;632348.3;632516.3;632518.3	-	-	fig|1387555.3.peg.994	-	-	-	-	-	fig|632335.8.peg.1667|Calkr_1540	fig|632348.3.peg.830|Calkro_0780	fig|632516.3.peg.2645|CallaDRAFT_2560	fig|632518.3.peg.1750|Calow_1651
TAG7394	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2646|CallaDRAFT_2562	-
TAG7395	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2648|CallaDRAFT_2563	-
TAG7396	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2649|CallaDRAFT_2564	-
TAG7397	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.2537	-	fig|632516.3.peg.2651|CallaDRAFT_2568	-
TAG7398	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.2536	-	fig|632516.3.peg.2652	-
TAG7399	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2654|CallaDRAFT_2569	-
TAG7400	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2655|CallaDRAFT_2571	-
TAG7401	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2656|CallaDRAFT_2572	-
TAG7402	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2657	-
TAG7403	1121259.3;608506.3;632516.3	"fig|1121259.3.peg.1326,fig|1121259.3.peg.2170"	-	-	-	-	-	fig|608506.3.peg.1914|COB47_1789	-	-	-	fig|632516.3.peg.2659|CallaDRAFT_2574	-
TAG7404	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.82	fig|1214564.3.peg.1743	fig|1387555.3.peg.1675	fig|1387557.3.peg.1486	fig|31899.10.peg.1731|SAMN05216182_1521	fig|351627.8.peg.1984|Csac_1809	fig|608506.3.peg.1417|COB47_1312	fig|632292.3.peg.1568|Calhy_1481	fig|632335.8.peg.1347|Calkr_1225	fig|632348.3.peg.1538|Calkro_1456	fig|632516.3.peg.265|CallaDRAFT_0266	fig|632518.3.peg.1114|Calow_1035
TAG7405	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2660|CallaDRAFT_2576	-
TAG7406	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2661|CallaDRAFT_2577	-
TAG7407	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2664	-
TAG7408	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2665	-
TAG7409	1387557.3;608506.3;632335.8;632516.3;632518.3	-	-	-	"fig|1387557.3.peg.796,fig|1387557.3.peg.816"	-	-	fig|608506.3.peg.555|COB47_0496	-	fig|632335.8.peg.2196|Calkr_2029	-	fig|632516.3.peg.2666|CallaDRAFT_2580	fig|632518.3.peg.452|Calow_0405
TAG7410	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2668	-
TAG7411	31899.10;351627.8;632335.8;632516.3	-	-	-	-	fig|31899.10.peg.654|SAMN05216182_0511	fig|351627.8.peg.199|Csac_0166	-	-	fig|632335.8.peg.2115|Calkr_1954	-	fig|632516.3.peg.2669|CallaDRAFT_2583	-
TAG7412	31899.10;351627.8;632335.8;632516.3	-	-	-	-	fig|31899.10.peg.653|SAMN05216182_0510	fig|351627.8.peg.198	-	-	fig|632335.8.peg.2116|Calkr_1955	-	fig|632516.3.peg.2670|CallaDRAFT_2584	-
TAG7413	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.2117|Calkr_1956	-	fig|632516.3.peg.2671|CallaDRAFT_2585	-
TAG7414	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2672|CallaDRAFT_2586	-
TAG7415	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2673|CallaDRAFT_2587	-
TAG7416	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.752	fig|1214564.3.peg.1906	fig|1387555.3.peg.1017	fig|1387557.3.peg.2198	fig|31899.10.peg.2432|SAMN05216182_2216	fig|351627.8.peg.1162|Csac_1029	fig|608506.3.peg.1846|COB47_1724	fig|632292.3.peg.936|Calhy_0868	fig|632335.8.peg.889|Calkr_0784	fig|632348.3.peg.850|Calkro_0799	fig|632516.3.peg.2674|CallaDRAFT_2588	fig|632518.3.peg.1731|Calow_1632
TAG7417	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2677|CallaDRAFT_2591	-
TAG7418	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2678	-
TAG7419	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.80	fig|1214564.3.peg.1741	fig|1387555.3.peg.1677	fig|1387557.3.peg.1484	fig|31899.10.peg.1729|SAMN05216182_1519	fig|351627.8.peg.1982|Csac_1807	fig|608506.3.peg.1419|COB47_1314	fig|632292.3.peg.1570|Calhy_1483	fig|632335.8.peg.1345|Calkr_1223	fig|632348.3.peg.1540|Calkro_1458	fig|632516.3.peg.267|CallaDRAFT_0268	fig|632518.3.peg.1112|Calow_1033
TAG7420	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2680|CallaDRAFT_2593	-
TAG7421	1121259.3;1214564.3;31899.10;608506.3;632335.8;632516.3	fig|1121259.3.peg.418	fig|1214564.3.peg.2241	-	-	fig|31899.10.peg.681|SAMN05216182_0533	-	fig|608506.3.peg.294|COB47_0270	-	fig|632335.8.peg.299|Calkr_0253	-	"fig|632516.3.peg.2681|CallaDRAFT_2594,fig|632516.3.peg.2767|CallaDRAFT_2691"	-
TAG7422	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2682|CallaDRAFT_2595	-
TAG7423	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2684|CallaDRAFT_2597	-
TAG7424	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2685	-
TAG7425	31899.10;632516.3	-	-	-	-	fig|31899.10.peg.693	-	-	-	-	-	fig|632516.3.peg.2686|CallaDRAFT_2598	-
TAG7426	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2688|CallaDRAFT_2600	-
TAG7427	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2691	-
TAG7428	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2692|CallaDRAFT_2604	-
TAG7429	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2693|CallaDRAFT_2605	-
TAG7430	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2694|CallaDRAFT_2606	-
TAG7431	1121259.3;632516.3	fig|1121259.3.peg.2559	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2695|CallaDRAFT_2607	-
TAG7432	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2700	-
TAG7433	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2702|CallaDRAFT_2613	-
TAG7434	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2703|CallaDRAFT_2614	-
TAG7435	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2704|CallaDRAFT_2615	-
TAG7436	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2705	-
TAG7437	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2706|CallaDRAFT_2616	-
TAG7438	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.158	-	fig|632516.3.peg.2707|CallaDRAFT_2617	-
TAG7439	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.157	-	fig|632516.3.peg.2708	-
TAG7440	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2709|CallaDRAFT_2619	-
TAG7441	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2712|CallaDRAFT_2622	-
TAG7442	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2713|CallaDRAFT_2623	-
TAG7443	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2714	-
TAG7444	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2715	-
TAG7445	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2716|CallaDRAFT_2626	-
TAG7446	1121259.3;632335.8;632516.3	fig|1121259.3.peg.459	-	-	-	-	-	-	-	fig|632335.8.peg.253	-	fig|632516.3.peg.2718|CallaDRAFT_2628	-
TAG7447	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2719|CallaDRAFT_2629	-
TAG7448	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2720|CallaDRAFT_2630	-
TAG7449	1214564.3;608506.3;632516.3	-	fig|1214564.3.peg.1241	-	-	-	-	fig|608506.3.peg.137	-	-	-	fig|632516.3.peg.2723|CallaDRAFT_2633	-
TAG7450	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2724|CallaDRAFT_2634	-
TAG7451	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2725|CallaDRAFT_2635	-
TAG7452	1214564.3;632516.3	-	fig|1214564.3.peg.1244	-	-	-	-	-	-	-	-	fig|632516.3.peg.2727|CallaDRAFT_2637	-
TAG7453	1214564.3;1387555.3;31899.10;351627.8;608506.3;632348.3;632516.3	-	fig|1214564.3.peg.2428	fig|1387555.3.peg.2293	-	fig|31899.10.peg.1383|SAMN05216182_1192	fig|351627.8.peg.82|Csac_0068	fig|608506.3.peg.2484|COB47_2285	-	-	fig|632348.3.peg.2623|Calkro_2483	fig|632516.3.peg.2728|CallaDRAFT_2639	-
TAG7454	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.75	fig|1214564.3.peg.1736	fig|1387555.3.peg.1682	fig|1387557.3.peg.1479	fig|31899.10.peg.1724|SAMN05216182_1514	fig|351627.8.peg.1977|Csac_1802	fig|608506.3.peg.1424|COB47_1319	fig|632292.3.peg.1575|Calhy_1488	fig|632335.8.peg.1340|Calkr_1218	fig|632348.3.peg.1545|Calkro_1463	fig|632516.3.peg.272|CallaDRAFT_0273	fig|632518.3.peg.1107|Calow_1028
TAG7455	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2730|CallaDRAFT_2643	-
TAG7456	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.2507	-	fig|632516.3.peg.2731	-
TAG7457	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2732|CallaDRAFT_2645	-
TAG7458	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2733|CallaDRAFT_2646	-
TAG7459	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2734|CallaDRAFT_2647	-
TAG7460	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2735|CallaDRAFT_2648	-
TAG7461	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2737	-
TAG7462	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2738|CallaDRAFT_2651	-
TAG7463	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2740|CallaDRAFT_2653	-
TAG7464	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2742|CallaDRAFT_2656	-
TAG7465	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2747|CallaDRAFT_2666	-
TAG7466	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2748|CallaDRAFT_2667	-
TAG7467	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.618	-	fig|632516.3.peg.2749|CallaDRAFT_2670	-
TAG7468	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.73	fig|1214564.3.peg.1734	fig|1387555.3.peg.1684	fig|1387557.3.peg.1477	fig|31899.10.peg.1722|SAMN05216182_1512	fig|351627.8.peg.1975|Csac_1800	fig|608506.3.peg.1426|COB47_1321	fig|632292.3.peg.1577|Calhy_1490	fig|632335.8.peg.1338|Calkr_1216	fig|632348.3.peg.1547|Calkro_1465	fig|632516.3.peg.274|CallaDRAFT_0275	fig|632518.3.peg.1105|Calow_1026
TAG7469	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2750|CallaDRAFT_2671	-
TAG7470	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2752|CallaDRAFT_2672	-
TAG7471	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2753|CallaDRAFT_2673	-
TAG7472	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2755|CallaDRAFT_2675	-
TAG7473	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2756|CallaDRAFT_2676	-
TAG7474	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.2542	-	fig|632516.3.peg.2757|CallaDRAFT_2677	-
TAG7475	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2758|CallaDRAFT_2678	-
TAG7476	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.72	fig|1214564.3.peg.1733	fig|1387555.3.peg.1685	fig|1387557.3.peg.1476	fig|31899.10.peg.1721|SAMN05216182_1511	fig|351627.8.peg.1974|Csac_1799	fig|608506.3.peg.1427|COB47_1322	fig|632292.3.peg.1578|Calhy_1491	fig|632335.8.peg.1337|Calkr_1215	fig|632348.3.peg.1548|Calkro_1466	fig|632516.3.peg.275|CallaDRAFT_0276	fig|632518.3.peg.1104|Calow_1025
TAG7477	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2760	-
TAG7478	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2761|CallaDRAFT_2681	-
TAG7479	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2763	-
TAG7480	31899.10;632516.3	-	-	-	-	fig|31899.10.peg.2361	-	-	-	-	-	fig|632516.3.peg.2764|CallaDRAFT_2686	-
TAG7481	1121259.3;632335.8;632516.3	fig|1121259.3.peg.419	-	-	-	-	-	-	-	fig|632335.8.peg.298	-	fig|632516.3.peg.2768	-
TAG7482	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2770|CallaDRAFT_2693	-
TAG7483	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2771|CallaDRAFT_2694	-
TAG7484	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2773|CallaDRAFT_2696	-
TAG7485	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2774|CallaDRAFT_2697	-
TAG7486	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.2458	-	fig|632516.3.peg.2776|CallaDRAFT_2699	-
TAG7487	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2777	-
TAG7488	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.1126	-	fig|632516.3.peg.2778	-
TAG7489	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.1127	-	fig|632516.3.peg.2779	-
TAG7490	632335.8;632516.3;632518.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.1128	-	fig|632516.3.peg.2780	fig|632518.3.peg.992
TAG7491	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2782|CallaDRAFT_2702	-
TAG7492	31899.10;608506.3;632516.3	-	-	-	-	fig|31899.10.peg.1855|SAMN05216182_1644	-	fig|608506.3.peg.1286|COB47_1185	-	-	-	fig|632516.3.peg.2783|CallaDRAFT_2705	-
TAG7493	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2784|CallaDRAFT_2706	-
TAG7494	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2785|CallaDRAFT_2707	-
TAG7495	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2786|CallaDRAFT_2708	-
TAG7496	31899.10;608506.3;632516.3	-	-	-	-	fig|31899.10.peg.2363	-	fig|608506.3.peg.1775	-	-	-	"fig|632516.3.peg.2382,fig|632516.3.peg.2787"	-
TAG7497	1387557.3;608506.3;632516.3	-	-	-	fig|1387557.3.peg.594	-	-	fig|608506.3.peg.2308	-	-	-	fig|632516.3.peg.2789|CallaDRAFT_2712	-
TAG7498	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.69	fig|1214564.3.peg.1729	fig|1387555.3.peg.1688	fig|1387557.3.peg.1473	fig|31899.10.peg.1718|SAMN05216182_1508	fig|351627.8.peg.1970|Csac_1796	fig|608506.3.peg.1431|COB47_1325	fig|632292.3.peg.1582|Calhy_1494	fig|632335.8.peg.1334|Calkr_1212	fig|632348.3.peg.1551|Calkro_1469	fig|632516.3.peg.278|CallaDRAFT_0279	fig|632518.3.peg.1100|Calow_1022
TAG7499	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2790|CallaDRAFT_2713	-
TAG7500	31899.10;632335.8;632516.3	-	-	-	-	fig|31899.10.peg.213	-	-	-	fig|632335.8.peg.2137	-	fig|632516.3.peg.2791|CallaDRAFT_2715	-
TAG7501	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.2136	-	fig|632516.3.peg.2792|CallaDRAFT_2716	-
TAG7502	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2793	-
TAG7503	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2794|CallaDRAFT_2717	-
TAG7504	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2795|CallaDRAFT_2718	-
TAG7505	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2797|CallaDRAFT_2720	-
TAG7506	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2799|CallaDRAFT_2723	-
TAG7507	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.332	fig|1214564.3.peg.542	-	fig|1387557.3.peg.1755	fig|31899.10.peg.1995|SAMN05216182_1781	fig|351627.8.peg.2227|Csac_2049	fig|608506.3.peg.1149|COB47_1052	fig|632292.3.peg.1318|Calhy_1234	fig|632335.8.peg.1611|Calkr_1487	fig|632348.3.peg.1284|Calkro_1208	fig|632516.3.peg.27|CallaDRAFT_0027	fig|632518.3.peg.1368|Calow_1281
TAG7508	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.1122	-	fig|632516.3.peg.2801|CallaDRAFT_2726	-
TAG7509	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2802|CallaDRAFT_2727	-
TAG7510	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2803	-
TAG7511	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2804|CallaDRAFT_2728	-
TAG7512	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2805|CallaDRAFT_2729	-
TAG7513	632335.8;632516.3	-	-	-	-	-	-	-	-	fig|632335.8.peg.732	-	fig|632516.3.peg.2806	-
TAG7514	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2808	-
TAG7515	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2809|CallaDRAFT_2731	-
TAG7516	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.280|CallaDRAFT_0282	-
TAG7517	1121259.3;1387555.3;31899.10;351627.8;608506.3;632292.3;632335.8;632516.3	fig|1121259.3.peg.2560	-	fig|1387555.3.peg.356	-	fig|31899.10.peg.2783|SAMN05216182_2539	fig|351627.8.peg.52|Csac_0045	fig|608506.3.peg.32|COB47_0031	"fig|632292.3.peg.14|Calhy_0011,fig|632292.3.peg.43|Calhy_0039"	fig|632335.8.peg.376|Calkr_0330	-	"fig|632516.3.peg.2810|CallaDRAFT_2734,fig|632516.3.peg.367|CallaDRAFT_0366"	-
TAG7518	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2812|CallaDRAFT_2742	-
TAG7519	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2814|CallaDRAFT_2745	-
TAG7520	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2815|CallaDRAFT_2746	-
TAG7521	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2818	-
TAG7522	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2819|CallaDRAFT_2749	-
TAG7523	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.281|CallaDRAFT_0283	-
TAG7524	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2820|CallaDRAFT_2750	-
TAG7525	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2821|CallaDRAFT_2752	-
TAG7526	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2823|CallaDRAFT_2756	-
TAG7527	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2824|CallaDRAFT_2757	-
TAG7528	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2825|CallaDRAFT_2758	-
TAG7529	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2826|CallaDRAFT_2759	-
TAG7530	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2827	-
TAG7531	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2829|CallaDRAFT_2765	-
TAG7532	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.283	-
TAG7533	1121259.3;1214564.3;1387555.3;1387557.3;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.934	"fig|1214564.3.peg.2286,fig|1214564.3.peg.959"	fig|1387555.3.peg.59	fig|1387557.3.peg.999	-	-	"fig|608506.3.peg.336,fig|608506.3.peg.351"	fig|632292.3.peg.914	"fig|632335.8.peg.1018,fig|632335.8.peg.622"	"fig|632348.3.peg.1616,fig|632348.3.peg.821"	"fig|632516.3.peg.1984,fig|632516.3.peg.2023,fig|632516.3.peg.2150,fig|632516.3.peg.2816,fig|632516.3.peg.2830"	fig|632518.3.peg.1498
TAG7534	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2831|CallaDRAFT_2766	-
TAG7535	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2832|CallaDRAFT_2767	-
TAG7536	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2833|CallaDRAFT_2769	-
TAG7537	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2834	-
TAG7538	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2835|CallaDRAFT_2772	-
TAG7539	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2836|CallaDRAFT_2775	-
TAG7540	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2837|CallaDRAFT_2777	-
TAG7541	632516.3	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.284|CallaDRAFT_0285	-
