fig|31899.10.peg.70|SAMN05216182_0004	WP_015908853.1	ATHE_RS12780	Athe_2535
fig|31899.10.peg.2773|SAMN05216182_2529	WP_015908546.1	ATHE_RS11130	Athe_2211
fig|31899.10.peg.2774|SAMN05216182_2530	WP_015908547.1	ATHE_RS11135	Athe_2212
fig|31899.10.peg.2775|SAMN05216182_2531	WP_015908548.1	ATHE_RS11140	Athe_2213
fig|31899.10.peg.2776|SAMN05216182_2532	WP_015908549.1	ATHE_RS11145	Athe_2214
fig|31899.10.peg.2777|SAMN05216182_2533	WP_015908550.1	ATHE_RS11150	Athe_2215
fig|31899.10.peg.2778|SAMN05216182_2534	WP_015908551.1	ATHE_RS11155	Athe_2216
fig|31899.10.peg.2779|SAMN05216182_2535	WP_015908552.1	ATHE_RS11160	Athe_2217
fig|31899.10.peg.2780|SAMN05216182_2536	WP_015908553.1	ATHE_RS11165	Athe_2218
fig|31899.10.peg.2781|SAMN05216182_2537	WP_015908554.1	ATHE_RS11170	Athe_2219
fig|31899.10.peg.2782|SAMN05216182_2538	WP_015908555.1	ATHE_RS11175	Athe_2220
fig|31899.10.peg.2786|SAMN05216182_2541	WP_015908557.1	ATHE_RS11195	Athe_2223
fig|31899.10.peg.2787|SAMN05216182_2542	WP_015908558.1	ATHE_RS11200	Athe_2224
fig|31899.10.peg.2790|SAMN05216182_2545	WP_015908559.1	ATHE_RS11210	Athe_2226
fig|31899.10.peg.2791|SAMN05216182_2546	WP_015908560.1	ATHE_RS11215	Athe_2227
fig|31899.10.peg.2792|SAMN05216182_2547	WP_015908561.1	ATHE_RS11220	Athe_2228
fig|31899.10.peg.2793|SAMN05216182_2548	WP_015908562.1	ATHE_RS11225	Athe_2229
fig|31899.10.peg.2794|SAMN05216182_2549	WP_015908563.1	ATHE_RS11230	Athe_2230
fig|31899.10.peg.2795|SAMN05216182_2550	WP_015908564.1	ATHE_RS11235	Athe_2231
fig|31899.10.peg.2796|SAMN05216182_2551	WP_015908565.1	ATHE_RS11240	Athe_2232
fig|31899.10.peg.2797|SAMN05216182_2552	WP_015908566.1	ATHE_RS11245	Athe_2233
fig|31899.10.peg.2798|SAMN05216182_2553	WP_013429468.1	ATHE_RS11250	Athe_2234
fig|31899.10.peg.2799|SAMN05216182_2554	WP_015908567.1	ATHE_RS11255	Athe_2235
fig|31899.10.peg.2800|SAMN05216182_2555	WP_015908568.1	ATHE_RS11260	Athe_2236
fig|31899.10.peg.2801|SAMN05216182_2556	WP_015908569.1	ATHE_RS11265	Athe_2237
fig|31899.10.peg.2802|SAMN05216182_2557	WP_015908570.1	ATHE_RS11270	Athe_2238
fig|31899.10.peg.2803|SAMN05216182_2558	WP_015908571.1	ATHE_RS11275	Athe_2239
fig|31899.10.peg.2804|SAMN05216182_2559	WP_015908572.1	ATHE_RS11280	Athe_2240
fig|31899.10.peg.2805|SAMN05216182_2560	WP_015908573.1	ATHE_RS11285	Athe_2241
fig|31899.10.peg.2806|SAMN05216182_2561	WP_015908574.1	ATHE_RS11290	Athe_2242
fig|31899.10.peg.2807|SAMN05216182_2562	WP_015908575.1	ATHE_RS11295	Athe_2243
fig|31899.10.peg.2808|SAMN05216182_2563	WP_015908576.1	ATHE_RS11300	Athe_2244
fig|31899.10.peg.2809|SAMN05216182_2564	WP_015908577.1	ATHE_RS11305	Athe_2245
fig|31899.10.peg.2810|SAMN05216182_2565	WP_015908578.1	ATHE_RS11310	Athe_2246
fig|31899.10.peg.2811|SAMN05216182_2566	WP_015908579.1	ATHE_RS11315	Athe_2247
fig|31899.10.peg.2812|SAMN05216182_2567	WP_015908580.1	ATHE_RS11320	Athe_2248
fig|31899.10.peg.2813|SAMN05216182_2568	WP_015908581.1	ATHE_RS11325	Athe_2249
fig|31899.10.peg.2814|SAMN05216182_2569	WP_015908582.1	ATHE_RS11330	Athe_2250
fig|31899.10.peg.2817|SAMN05216182_2572	WP_015908584.1	ATHE_RS11340	Athe_2252
fig|31899.10.peg.2818|SAMN05216182_2573	WP_015908585.1	ATHE_RS11345	Athe_2253
fig|31899.10.peg.2819|SAMN05216182_2574	WP_015908586.1	ATHE_RS11350	Athe_2254
fig|31899.10.peg.2820|SAMN05216182_2575	WP_015908587.1	ATHE_RS11355	Athe_2255
fig|31899.10.peg.2823|SAMN05216182_2577	WP_015908588.1	ATHE_RS11360	Athe_2256
fig|31899.10.peg.2824|SAMN05216182_2578	WP_015908589.1	ATHE_RS11365	Athe_2257
fig|31899.10.peg.2827|SAMN05216182_2580	WP_015908592.1	ATHE_RS11380	Athe_2260
fig|31899.10.peg.2828|SAMN05216182_2582	WP_015908593.1	ATHE_RS11385	Athe_2261
fig|31899.10.peg.2829|SAMN05216182_2583	WP_015908594.1	ATHE_RS11390	Athe_2262
fig|31899.10.peg.2830|SAMN05216182_2584	WP_015908595.1	ATHE_RS11395	Athe_2263
fig|31899.10.peg.2831|SAMN05216182_2585	WP_015908596.1	ATHE_RS11400	Athe_2264
fig|31899.10.peg.2832|SAMN05216182_2586	WP_015908597.1	ATHE_RS11405	Athe_2265
fig|31899.10.peg.2833|SAMN05216182_2587	WP_015908598.1	ATHE_RS11410	Athe_2266
fig|31899.10.peg.2834	WP_041727205.1	ATHE_RS11415	NA
fig|31899.10.peg.2835|SAMN05216182_2588	WP_013429442.1	ATHE_RS11420	Athe_2267
fig|31899.10.peg.2836|SAMN05216182_2589	WP_015908599.1	ATHE_RS11425	Athe_2268
fig|31899.10.peg.2837|SAMN05216182_2590	WP_015908600.1	ATHE_RS11430	Athe_2269
fig|31899.10.peg.2838|SAMN05216182_2591	WP_015908601.1	ATHE_RS11435	Athe_2270
fig|31899.10.peg.2839|SAMN05216182_2592	WP_015908602.1	ATHE_RS11440	Athe_2271
fig|31899.10.peg.2840|SAMN05216182_2593	WP_015908603.1	ATHE_RS11445	Athe_2272
fig|31899.10.peg.2842|SAMN05216182_2595	WP_015908604.1	ATHE_RS11455	Athe_2274
fig|31899.10.peg.2843|SAMN05216182_2596	WP_015908605.1	ATHE_RS11460	Athe_2275
fig|31899.10.peg.2844|SAMN05216182_2597	WP_015908606.1	ATHE_RS11465	Athe_2276
fig|31899.10.peg.2845|SAMN05216182_2598	WP_015908607.1	ATHE_RS11470	Athe_2277
fig|31899.10.peg.2846|SAMN05216182_2599	WP_015908608.1	ATHE_RS11475	Athe_2278
fig|31899.10.peg.2847|SAMN05216182_2600	WP_015908609.1	ATHE_RS11480	Athe_2279
fig|31899.10.peg.2849|SAMN05216182_2602	WP_015908611.1	ATHE_RS11490	Athe_2281
fig|31899.10.peg.2851|SAMN05216182_2603	WP_015908612.1	ATHE_RS11495	Athe_2282
fig|31899.10.peg.2852|SAMN05216182_2604	WP_015908613.1	ATHE_RS11500	Athe_2283
fig|31899.10.peg.2855|SAMN05216182_2606	WP_015908614.1	ATHE_RS11510	Athe_2285
fig|31899.10.peg.2857|SAMN05216182_2607	WP_015908615.1	ATHE_RS11515	Athe_2286
fig|31899.10.peg.2858|SAMN05216182_2608	WP_015908616.1	ATHE_RS11520	Athe_2287
fig|31899.10.peg.2859|SAMN05216182_2609	WP_015908617.1	ATHE_RS11525	Athe_2288
fig|31899.10.peg.2860|SAMN05216182_2610	WP_015908618.1	ATHE_RS11530	Athe_2289
fig|31899.10.peg.2863|SAMN05216182_2612	WP_015908620.1	ATHE_RS11540	Athe_2291
fig|31899.10.peg.2864|SAMN05216182_2613	WP_015906876.1	ATHE_RS11545	Athe_2292
fig|31899.10.peg.2865|SAMN05216182_2614	WP_013429593.1	ATHE_RS11550	Athe_2293
fig|31899.10.peg.2867|SAMN05216182_2616	WP_015908622.1	ATHE_RS11560	Athe_2295
fig|31899.10.peg.2868|SAMN05216182_2617	WP_015908623.1	ATHE_RS11565	Athe_2296
fig|31899.10.peg.2869|SAMN05216182_2618	WP_015908624.1	ATHE_RS11570	Athe_2297
fig|31899.10.peg.2870|SAMN05216182_2619	WP_015908625.1	ATHE_RS11575	Athe_2298
fig|31899.10.peg.2874|SAMN05216182_2622	WP_015908629.1	ATHE_RS11590	Athe_2302
fig|31899.10.peg.2875|SAMN05216182_2623	WP_015908630.1	ATHE_RS11595	Athe_2303
fig|31899.10.peg.2876|SAMN05216182_2624	WP_015908631.1	ATHE_RS11600	Athe_2304
fig|31899.10.peg.2877|SAMN05216182_2625	WP_015908632.1	ATHE_RS11605	NA
fig|31899.10.peg.2878|SAMN05216182_2626	WP_015908633.1	ATHE_RS11610	Athe_2306
fig|31899.10.peg.2879|SAMN05216182_2627	WP_015908634.1	ATHE_RS11615	Athe_2307
fig|31899.10.peg.2880	WP_041727211.1	ATHE_RS11620	NA
fig|31899.10.peg.2881|SAMN05216182_2628	WP_015908635.1	ATHE_RS11625	Athe_2308
fig|31899.10.peg.2882|SAMN05216182_2629	WP_015908636.1	ATHE_RS11630	Athe_2309
fig|31899.10.peg.2883|SAMN05216182_2630	WP_015908637.1	ATHE_RS11635	Athe_2310
fig|31899.10.peg.2886|SAMN05216182_2633	WP_041727212.1	ATHE_RS11650	Athe_2313
fig|31899.10.peg.2888|SAMN05216182_2635	WP_015908642.1	ATHE_RS11655	Athe_2315
fig|31899.10.peg.2890|SAMN05216182_2636	WP_015908643.1	ATHE_RS11665	Athe_2316
fig|31899.10.peg.2891|SAMN05216182_2637	WP_015908644.1	ATHE_RS11670	Athe_2317
fig|31899.10.peg.2892|SAMN05216182_2638	WP_015908645.1	ATHE_RS11675	Athe_2318
fig|31899.10.peg.2893|SAMN05216182_2639	WP_013429304.1	ATHE_RS11680	Athe_2319
fig|31899.10.peg.2894|SAMN05216182_2640	WP_013402175.1	ATHE_RS11685	Athe_2320
fig|31899.10.peg.2896|SAMN05216182_2642	WP_015908646.1	ATHE_RS11690	Athe_2321
fig|31899.10.peg.2898|SAMN05216182_2644	WP_015908648.1	ATHE_RS11700	Athe_2323
fig|31899.10.peg.2899|SAMN05216182_2646	WP_015908649.1	ATHE_RS11705	Athe_2324
fig|31899.10.peg.2900|SAMN05216182_2647	WP_015908650.1	ATHE_RS11710	Athe_2325
fig|31899.10.peg.2901|SAMN05216182_2648	WP_015908651.1	ATHE_RS11715	Athe_2326
fig|31899.10.peg.2902|SAMN05216182_2649	WP_015908652.1	ATHE_RS11720	Athe_2327
fig|31899.10.peg.2903|SAMN05216182_2650	WP_015908653.1	ATHE_RS11725	Athe_2328
fig|31899.10.peg.2904|SAMN05216182_2651	WP_015908654.1	ATHE_RS11730	Athe_2329
fig|31899.10.peg.2905|SAMN05216182_2652	WP_015908655.1	ATHE_RS11735	Athe_2330
fig|31899.10.peg.2906|SAMN05216182_2653	WP_015908656.1	ATHE_RS11740	Athe_2331
fig|31899.10.peg.2907|SAMN05216182_2654	WP_013429291.1	ATHE_RS11745	Athe_2332
fig|31899.10.peg.2908|SAMN05216182_2655	WP_015908657.1	ATHE_RS11750	Athe_2333
fig|31899.10.peg.2909|SAMN05216182_2656	WP_015908658.1	ATHE_RS11755	Athe_2334
fig|31899.10.peg.2910|SAMN05216182_2657	WP_015908659.1	ATHE_RS11760	Athe_2335
fig|31899.10.peg.2911|SAMN05216182_2658	WP_015908660.1	ATHE_RS11765	Athe_2336
fig|31899.10.peg.2912|SAMN05216182_2659	WP_015908661.1	ATHE_RS11770	Athe_2337
fig|31899.10.peg.2913|SAMN05216182_2660	WP_015908662.1	ATHE_RS11775	Athe_2338
fig|31899.10.peg.2914|SAMN05216182_2661	WP_015908663.1	ATHE_RS11780	Athe_2339
fig|31899.10.peg.2915|SAMN05216182_2662	WP_015908664.1	ATHE_RS11785	Athe_2340
fig|31899.10.peg.2916|SAMN05216182_2663	WP_015908665.1	ATHE_RS11790	Athe_2341
fig|31899.10.peg.2917|SAMN05216182_2664	WP_015908666.1	ATHE_RS11795	Athe_2342
fig|31899.10.peg.2918|SAMN05216182_2665	WP_015908667.1	ATHE_RS11800	Athe_2343
fig|31899.10.peg.2919|SAMN05216182_2666	WP_015908668.1	ATHE_RS11805	Athe_2344
fig|31899.10.peg.2920|SAMN05216182_2667	WP_015908669.1	ATHE_RS11810	Athe_2345
fig|31899.10.peg.2922|SAMN05216182_2669	WP_015908671.1	ATHE_RS11820	Athe_2347
fig|31899.10.peg.2923|SAMN05216182_2670	WP_015908672.1	ATHE_RS11825	Athe_2348
fig|31899.10.peg.2924|SAMN05216182_2671	WP_015908673.1	ATHE_RS11830	Athe_2349
fig|31899.10.peg.2926|SAMN05216182_2673	WP_015908674.1	ATHE_RS11835	Athe_2350
fig|31899.10.peg.2927|SAMN05216182_2674	WP_015908675.1	ATHE_RS11840	Athe_2351
fig|31899.10.peg.2928|SAMN05216182_2675	WP_015908676.1	ATHE_RS11845	Athe_2352
fig|31899.10.peg.2929|SAMN05216182_2676	WP_015908677.1	ATHE_RS11850	Athe_2353
fig|31899.10.peg.2930|SAMN05216182_2677	WP_015908678.1	ATHE_RS11855	Athe_2354
fig|31899.10.peg.2931|SAMN05216182_2678	WP_015908679.1	ATHE_RS11860	Athe_2355
fig|31899.10.peg.2933|SAMN05216182_2680	WP_015908681.1	ATHE_RS11870	Athe_2357
fig|31899.10.peg.2934|SAMN05216182_2681	WP_015908682.1	ATHE_RS11875	Athe_2358
fig|31899.10.peg.2935|SAMN05216182_2682	WP_015908683.1	ATHE_RS11880	Athe_2359
fig|31899.10.peg.2936|SAMN05216182_2683	WP_013402129.1	ATHE_RS11885	Athe_2360
fig|31899.10.peg.2937|SAMN05216182_2684	WP_015908684.1	ATHE_RS11890	Athe_2361
fig|31899.10.peg.2939|SAMN05216182_2685	WP_015908685.1	ATHE_RS11895	Athe_2362
fig|31899.10.peg.2941|SAMN05216182_2686	WP_015908686.1	ATHE_RS11900	Athe_2363
fig|31899.10.peg.2942|SAMN05216182_2687	WP_015908687.1	ATHE_RS11905	Athe_2364
fig|31899.10.peg.2943|SAMN05216182_2688	WP_015908688.1	ATHE_RS11910	Athe_2365
fig|31899.10.peg.2945|SAMN05216182_2689	WP_015908689.1	ATHE_RS11915	Athe_2366
fig|31899.10.peg.2946|SAMN05216182_2690	WP_015908690.1	ATHE_RS11920	Athe_2367
fig|31899.10.peg.2947|SAMN05216182_2691	WP_015908691.1	ATHE_RS11925	Athe_2368
fig|31899.10.peg.2948|SAMN05216182_2692	WP_015908692.1	ATHE_RS11930	Athe_2369
fig|31899.10.peg.2950|SAMN05216182_2693	WP_015908693.1	ATHE_RS11935	Athe_2370
fig|31899.10.peg.2951|SAMN05216182_2694	WP_015908694.1	ATHE_RS11940	Athe_2371
fig|31899.10.peg.2952|SAMN05216182_2695	WP_015908695.1	ATHE_RS11945	Athe_2372
fig|31899.10.peg.2953|SAMN05216182_2696	WP_015908696.1	ATHE_RS11950	Athe_2373
fig|31899.10.peg.2954|SAMN05216182_2697	WP_015908697.1	ATHE_RS11955	Athe_2374
fig|31899.10.peg.2955|SAMN05216182_2698	WP_015908698.1	ATHE_RS11960	Athe_2375
fig|31899.10.peg.2956|SAMN05216182_2699	WP_015908699.1	ATHE_RS11965	Athe_2376
fig|31899.10.peg.2962|SAMN05216182_2704	WP_015908702.1	ATHE_RS11985	Athe_2380
fig|31899.10.peg.2963|SAMN05216182_2705	WP_015908703.1	ATHE_RS11990	Athe_2381
fig|31899.10.peg.2964|SAMN05216182_2706	WP_015908704.1	ATHE_RS11995	Athe_2382
fig|31899.10.peg.2965|SAMN05216182_2707	WP_015908705.1	ATHE_RS12000	Athe_2383
fig|31899.10.peg.2966|SAMN05216182_2708	WP_015908706.1	ATHE_RS12005	Athe_2384
fig|31899.10.peg.2967|SAMN05216182_2709	WP_015908707.1	ATHE_RS12010	Athe_2385
fig|31899.10.peg.2968|SAMN05216182_2710	WP_015908708.1	ATHE_RS12015	Athe_2386
fig|31899.10.peg.2969|SAMN05216182_2711	WP_015908709.1	ATHE_RS12020	Athe_2387
fig|31899.10.peg.2970|SAMN05216182_2712	WP_015908710.1	ATHE_RS12025	Athe_2388
fig|31899.10.peg.2971|SAMN05216182_2713	WP_015908711.1	ATHE_RS12030	Athe_2389
fig|31899.10.peg.2972|SAMN05216182_2714	WP_015908712.1	ATHE_RS12035	Athe_2390
fig|31899.10.peg.2973|SAMN05216182_2715	WP_015908713.1	ATHE_RS12040	Athe_2391
fig|31899.10.peg.2974|SAMN05216182_2716	WP_013429213.1	ATHE_RS12045	Athe_2392
fig|31899.10.peg.2977|SAMN05216182_2719	WP_015908714.1	ATHE_RS12060	Athe_2395
fig|31899.10.peg.2978|SAMN05216182_2720	WP_015908715.1	ATHE_RS12065	Athe_2396
fig|31899.10.peg.2979|SAMN05216182_2721	WP_015908716.1	ATHE_RS12070	Athe_2397
fig|31899.10.peg.2980|SAMN05216182_2722	WP_015908717.1	ATHE_RS12075	Athe_2398
fig|31899.10.peg.2981|SAMN05216182_2723	WP_013404331.1	ATHE_RS12080	Athe_2399
fig|31899.10.peg.2982|SAMN05216182_2724	WP_015908718.1	ATHE_RS12085	Athe_2400
fig|31899.10.peg.2983|SAMN05216182_2725	WP_015908719.1	ATHE_RS12090	Athe_2401
fig|31899.10.peg.2984|SAMN05216182_2726	WP_015908720.1	ATHE_RS12095	Athe_2402
fig|31899.10.peg.2985|SAMN05216182_2727	WP_015908721.1	ATHE_RS12100	Athe_2403
fig|31899.10.peg.2987|SAMN05216182_2728	WP_015908722.1	ATHE_RS12110	Athe_2404
fig|31899.10.peg.2988|SAMN05216182_2730	WP_015908723.1	ATHE_RS12120	Athe_2405
fig|31899.10.peg.2990|SAMN05216182_2731	WP_015908724.1	ATHE_RS12130	Athe_2406
fig|31899.10.peg.2991|SAMN05216182_2732	WP_015908725.1	ATHE_RS12135	Athe_2407
fig|31899.10.peg.2992|SAMN05216182_2733	WP_015908726.1	ATHE_RS12140	Athe_2408
fig|31899.10.peg.2994|SAMN05216182_2734	WP_015908727.1	ATHE_RS12145	Athe_2409
fig|31899.10.peg.2995|SAMN05216182_2735	WP_015908728.1	ATHE_RS12150	Athe_2410
fig|31899.10.peg.2996|SAMN05216182_2736	WP_015908729.1	ATHE_RS12155	Athe_2411
fig|31899.10.peg.2997|SAMN05216182_2737	WP_015908730.1	ATHE_RS12160	Athe_2412
fig|31899.10.peg.2999|SAMN05216182_2738	WP_015908731.1	ATHE_RS12165	Athe_2413
fig|31899.10.peg.3000|SAMN05216182_2739	WP_015908732.1	ATHE_RS12170	Athe_2414
fig|31899.10.peg.3001|SAMN05216182_2740	WP_015908733.1	ATHE_RS12175	Athe_2415
fig|31899.10.peg.3002|SAMN05216182_2741	WP_015908734.1	ATHE_RS12180	Athe_2416
fig|31899.10.peg.3003|SAMN05216182_2742	WP_015908735.1	ATHE_RS12185	Athe_2417
fig|31899.10.peg.3004|SAMN05216182_2743	WP_015908736.1	ATHE_RS12190	Athe_2418
fig|31899.10.peg.3006|SAMN05216182_2744	WP_015908737.1	ATHE_RS12195	Athe_2419
fig|31899.10.peg.3007|SAMN05216182_2745	WP_015908738.1	ATHE_RS12200	Athe_2420
fig|31899.10.peg.3009|SAMN05216182_2747	WP_015908740.1	ATHE_RS12210	Athe_2422
fig|31899.10.peg.3010|SAMN05216182_2748	WP_049760265.1	ATHE_RS12215	Athe_2423
fig|31899.10.peg.3013|SAMN05216182_2750	WP_015908744.1	ATHE_RS12225	Athe_2426
fig|31899.10.peg.3014|SAMN05216182_2751	WP_015908745.1	ATHE_RS12230	Athe_2427
fig|31899.10.peg.3015|SAMN05216182_2752	WP_015908746.1	ATHE_RS12235	Athe_2428
fig|31899.10.peg.3016|SAMN05216182_2753	WP_015908748.1	ATHE_RS12245	Athe_2430
fig|31899.10.peg.3017|SAMN05216182_2754	WP_015908749.1	ATHE_RS12250	Athe_2431
fig|31899.10.peg.3018|SAMN05216182_2755	WP_015908750.1	ATHE_RS12255	Athe_2432
fig|31899.10.peg.3019|SAMN05216182_2756	WP_015908751.1	ATHE_RS12260	Athe_2433
fig|31899.10.peg.3020|SAMN05216182_2757	WP_015908752.1	ATHE_RS12265	Athe_2434
fig|31899.10.peg.3021|SAMN05216182_2758	WP_015908753.1	ATHE_RS12270	Athe_2435
fig|31899.10.peg.3022|SAMN05216182_2759	WP_015908754.1	ATHE_RS12275	Athe_2436
fig|31899.10.peg.3023|SAMN05216182_2760	WP_015908755.1	ATHE_RS12280	Athe_2437
fig|31899.10.peg.3024|SAMN05216182_2761	WP_015908756.1	ATHE_RS12285	Athe_2438
fig|31899.10.peg.3025|SAMN05216182_2762	WP_015908757.1	ATHE_RS12290	Athe_2439
fig|31899.10.peg.3027|SAMN05216182_2763	WP_015908758.1	ATHE_RS12295	Athe_2440
fig|31899.10.peg.3028|SAMN05216182_2764	WP_015908759.1	ATHE_RS12300	Athe_2441
fig|31899.10.peg.3029|SAMN05216182_2765	WP_015908760.1	ATHE_RS12305	Athe_2442
fig|31899.10.peg.3030|SAMN05216182_2766	WP_015908761.1	ATHE_RS12310	Athe_2443
fig|31899.10.peg.3032|SAMN05216182_2768	WP_015908762.1	ATHE_RS12320	Athe_2444
fig|31899.10.peg.3033|SAMN05216182_2769	WP_015908763.1	ATHE_RS12325	Athe_2445
fig|31899.10.peg.3034|SAMN05216182_2770	WP_015908764.1	ATHE_RS12330	Athe_2446
fig|31899.10.peg.3035|SAMN05216182_2771	WP_015908765.1	ATHE_RS12335	Athe_2447
fig|31899.10.peg.3036|SAMN05216182_2772	WP_015908766.1	ATHE_RS12340	Athe_2448
fig|31899.10.peg.3037|SAMN05216182_2773	WP_015908767.1	ATHE_RS12345	Athe_2449
fig|31899.10.peg.3038|SAMN05216182_2774	WP_015908768.1	ATHE_RS12350	Athe_2450
fig|31899.10.peg.3039|SAMN05216182_2775	WP_015908769.1	ATHE_RS12355	Athe_2451
fig|31899.10.peg.3040|SAMN05216182_2776	WP_015908770.1	ATHE_RS12360	Athe_2452
fig|31899.10.peg.3042|SAMN05216182_2778	WP_015908772.1	ATHE_RS12370	Athe_2454
fig|31899.10.peg.3043|SAMN05216182_2779	WP_015908773.1	ATHE_RS12375	Athe_2455
fig|31899.10.peg.3044|SAMN05216182_2780	WP_015908774.1	ATHE_RS12380	Athe_2456
fig|31899.10.peg.3045|SAMN05216182_2781	WP_015908775.1	ATHE_RS12385	Athe_2457
fig|31899.10.peg.3046|SAMN05216182_2782	WP_015908776.1	ATHE_RS12390	Athe_2458
fig|31899.10.peg.3047|SAMN05216182_2783	WP_015908777.1	ATHE_RS12395	Athe_2459
fig|31899.10.peg.3048|SAMN05216182_2784	WP_015908778.1	ATHE_RS12400	Athe_2460
fig|31899.10.peg.3049|SAMN05216182_2785	WP_015908779.1	ATHE_RS12405	Athe_2461
fig|31899.10.peg.3050|SAMN05216182_2786	WP_015908780.1	ATHE_RS12410	Athe_2462
fig|31899.10.peg.3051|SAMN05216182_2787	WP_015908781.1	ATHE_RS12415	Athe_2463
fig|31899.10.peg.3052|SAMN05216182_2788	WP_015908782.1	ATHE_RS12420	Athe_2464
fig|31899.10.peg.3054|SAMN05216182_2790	WP_015908783.1	ATHE_RS12430	Athe_2465
fig|31899.10.peg.3055|SAMN05216182_2791	WP_015908784.1	ATHE_RS12435	Athe_2466
fig|31899.10.peg.3056|SAMN05216182_2792	WP_015908785.1	ATHE_RS12440	Athe_2467
fig|31899.10.peg.3059|SAMN05216182_2794	WP_015908787.1	ATHE_RS12450	Athe_2469
fig|31899.10.peg.3061|SAMN05216182_2795	WP_015908788.1	ATHE_RS12455	Athe_2470
fig|31899.10.peg.3064	WP_015908789.1	ATHE_RS12460	Athe_2471
fig|31899.10.peg.3065|SAMN05216182_2797	WP_015908790.1	ATHE_RS12465	Athe_2472
fig|31899.10.peg.3067|SAMN05216182_2798	WP_015908791.1	ATHE_RS12475	Athe_2473
fig|31899.10.peg.3068|SAMN05216182_2799	WP_015908792.1	ATHE_RS12480	Athe_2474
fig|31899.10.peg.3069|SAMN05216182_2800	WP_015908793.1	ATHE_RS12485	Athe_2475
fig|31899.10.peg.3071|SAMN05216182_2801	WP_015908794.1	ATHE_RS12495	Athe_2476
fig|31899.10.peg.3072|SAMN05216182_2802	WP_015908795.1	ATHE_RS12500	Athe_2477
fig|31899.10.peg.3074|SAMN05216182_2803	WP_015908796.1	ATHE_RS12505	NA
fig|31899.10.peg.3075|SAMN05216182_2804	WP_015908797.1	ATHE_RS12510	Athe_2479
fig|31899.10.peg.3076|SAMN05216182_2805	WP_015908798.1	ATHE_RS12515	Athe_2480
fig|31899.10.peg.3077	WP_041727229.1	ATHE_RS12520	NA
fig|31899.10.peg.3078|SAMN05216182_2806	WP_015908799.1	ATHE_RS12525	Athe_2481
fig|31899.10.peg.3079|SAMN05216182_2807	WP_015908800.1	ATHE_RS12530	Athe_2482
fig|31899.10.peg.3080|SAMN05216182_2808	WP_015908801.1	ATHE_RS12535	Athe_2483
fig|31899.10.peg.3081|SAMN05216182_2809	WP_015908802.1	ATHE_RS12540	Athe_2484
fig|31899.10.peg.3082|SAMN05216182_2810	WP_015908803.1	ATHE_RS12545	Athe_2485
fig|31899.10.peg.3085|SAMN05216182_2813	WP_015908805.1	ATHE_RS12555	Athe_2487
fig|31899.10.peg.3086|SAMN05216182_2814	WP_015908806.1	ATHE_RS12560	Athe_2488
fig|31899.10.peg.3087|SAMN05216182_2815	WP_015908807.1	ATHE_RS12565	Athe_2489
fig|31899.10.peg.3088|SAMN05216182_2816	WP_015908808.1	ATHE_RS12570	Athe_2490
fig|31899.10.peg.3089|SAMN05216182_2817	WP_015908809.1	ATHE_RS12575	Athe_2491
fig|31899.10.peg.3091|SAMN05216182_2819	WP_015908811.1	ATHE_RS12580	Athe_2493
fig|31899.10.peg.3092|SAMN05216182_2820	WP_015908812.1	ATHE_RS12585	Athe_2494
fig|31899.10.peg.3093|SAMN05216182_2821	WP_015908813.1	ATHE_RS12590	Athe_2495
fig|31899.10.peg.3095|SAMN05216182_2823	WP_015908815.1	ATHE_RS12595	Athe_2497
fig|31899.10.peg.3096|SAMN05216182_2824	WP_015908816.1	ATHE_RS12600	Athe_2498
fig|31899.10.peg.3097|SAMN05216182_2825	WP_015908817.1	ATHE_RS12605	Athe_2499
fig|31899.10.peg.3098|SAMN05216182_2826	WP_015908818.1	ATHE_RS12610	Athe_2500
fig|31899.10.peg.3099	WP_015908819.1	ATHE_RS14370	Athe_2501
fig|31899.10.peg.3100|SAMN05216182_2828	WP_015908820.1	ATHE_RS12615	Athe_2502
fig|31899.10.peg.3103	WP_015908822.1	ATHE_RS12630	Athe_2504
fig|31899.10.peg.3105|SAMN05216182_2831	WP_015908824.1	ATHE_RS12635	Athe_2506
fig|31899.10.peg.3106|SAMN05216182_2832	WP_015908825.1	ATHE_RS12640	Athe_2507
fig|31899.10.peg.3107|SAMN05216182_2833	WP_015908826.1	ATHE_RS12645	Athe_2508
fig|31899.10.peg.3108|SAMN05216182_2834	WP_015908827.1	ATHE_RS12650	Athe_2509
fig|31899.10.peg.3110|SAMN05216182_2836	WP_015908829.1	ATHE_RS12660	Athe_2511
fig|31899.10.peg.3112|SAMN05216182_2839	WP_015908831.1	ATHE_RS12670	Athe_2513
fig|31899.10.peg.3113|SAMN05216182_2840	WP_015908832.1	ATHE_RS12675	Athe_2514
fig|31899.10.peg.3114|SAMN05216182_2841	WP_015908833.1	ATHE_RS12680	Athe_2515
fig|31899.10.peg.3116|SAMN05216182_2842	WP_015908835.1	ATHE_RS12685	Athe_2517
fig|31899.10.peg.3117|SAMN05216182_2843	WP_015908836.1	ATHE_RS12690	Athe_2518
fig|31899.10.peg.3118|SAMN05216182_2844	WP_015908837.1	ATHE_RS12695	Athe_2519
fig|31899.10.peg.3119|SAMN05216182_2845	WP_015908838.1	ATHE_RS12700	Athe_2520
fig|31899.10.peg.3120|SAMN05216182_2846	WP_015908839.1	ATHE_RS12705	Athe_2521
