fig|31899.10.peg.70|SAMN05216182_0004	WP_015908853.1	ATHE_RS12780
fig|31899.10.peg.2971|SAMN05216182_2713	WP_015908711.1	ATHE_RS12030
fig|31899.10.peg.2972|SAMN05216182_2714	WP_015908712.1	ATHE_RS12035
fig|31899.10.peg.2973|SAMN05216182_2715	WP_015908713.1	ATHE_RS12040
fig|31899.10.peg.2974|SAMN05216182_2716	WP_013429213.1	ATHE_RS12045
fig|31899.10.peg.2977|SAMN05216182_2719	WP_015908714.1	ATHE_RS12060
fig|31899.10.peg.2978|SAMN05216182_2720	WP_015908715.1	ATHE_RS12065
fig|31899.10.peg.2979|SAMN05216182_2721	WP_015908716.1	ATHE_RS12070
fig|31899.10.peg.2980|SAMN05216182_2722	WP_015908717.1	ATHE_RS12075
fig|31899.10.peg.2981|SAMN05216182_2723	WP_013404331.1	ATHE_RS12080
fig|31899.10.peg.2982|SAMN05216182_2724	WP_015908718.1	ATHE_RS12085
fig|31899.10.peg.2983|SAMN05216182_2725	WP_015908719.1	ATHE_RS12090
fig|31899.10.peg.2984|SAMN05216182_2726	WP_015908720.1	ATHE_RS12095
fig|31899.10.peg.2985|SAMN05216182_2727	WP_015908721.1	ATHE_RS12100
fig|31899.10.peg.2987|SAMN05216182_2728	WP_015908722.1	ATHE_RS12110
fig|31899.10.peg.2988|SAMN05216182_2730	WP_015908723.1	ATHE_RS12120
fig|31899.10.peg.2990|SAMN05216182_2731	WP_015908724.1	ATHE_RS12130
fig|31899.10.peg.2991|SAMN05216182_2732	WP_015908725.1	ATHE_RS12135
fig|31899.10.peg.2992|SAMN05216182_2733	WP_015908726.1	ATHE_RS12140
fig|31899.10.peg.2994|SAMN05216182_2734	WP_015908727.1	ATHE_RS12145
fig|31899.10.peg.2995|SAMN05216182_2735	WP_015908728.1	ATHE_RS12150
fig|31899.10.peg.2996|SAMN05216182_2736	WP_015908729.1	ATHE_RS12155
fig|31899.10.peg.2997|SAMN05216182_2737	WP_015908730.1	ATHE_RS12160
fig|31899.10.peg.2999|SAMN05216182_2738	WP_015908731.1	ATHE_RS12165
fig|31899.10.peg.3000|SAMN05216182_2739	WP_015908732.1	ATHE_RS12170
fig|31899.10.peg.3001|SAMN05216182_2740	WP_015908733.1	ATHE_RS12175
fig|31899.10.peg.3002|SAMN05216182_2741	WP_015908734.1	ATHE_RS12180
fig|31899.10.peg.3003|SAMN05216182_2742	WP_015908735.1	ATHE_RS12185
fig|31899.10.peg.3004|SAMN05216182_2743	WP_015908736.1	ATHE_RS12190
fig|31899.10.peg.3006|SAMN05216182_2744	WP_015908737.1	ATHE_RS12195
fig|31899.10.peg.3007|SAMN05216182_2745	WP_015908738.1	ATHE_RS12200
fig|31899.10.peg.3009|SAMN05216182_2747	WP_015908740.1	ATHE_RS12210
fig|31899.10.peg.3010|SAMN05216182_2748	WP_049760265.1	ATHE_RS12215
fig|31899.10.peg.3013|SAMN05216182_2750	WP_015908744.1	ATHE_RS12225
fig|31899.10.peg.3014|SAMN05216182_2751	WP_015908745.1	ATHE_RS12230
fig|31899.10.peg.3015|SAMN05216182_2752	WP_015908746.1	ATHE_RS12235
fig|31899.10.peg.3016|SAMN05216182_2753	WP_015908748.1	ATHE_RS12245
fig|31899.10.peg.3017|SAMN05216182_2754	WP_015908749.1	ATHE_RS12250
fig|31899.10.peg.3018|SAMN05216182_2755	WP_015908750.1	ATHE_RS12255
fig|31899.10.peg.3019|SAMN05216182_2756	WP_015908751.1	ATHE_RS12260
fig|31899.10.peg.3020|SAMN05216182_2757	WP_015908752.1	ATHE_RS12265
fig|31899.10.peg.3021|SAMN05216182_2758	WP_015908753.1	ATHE_RS12270
fig|31899.10.peg.3022|SAMN05216182_2759	WP_015908754.1	ATHE_RS12275
fig|31899.10.peg.3023|SAMN05216182_2760	WP_015908755.1	ATHE_RS12280
fig|31899.10.peg.3024|SAMN05216182_2761	WP_015908756.1	ATHE_RS12285
fig|31899.10.peg.3025|SAMN05216182_2762	WP_015908757.1	ATHE_RS12290
fig|31899.10.peg.3027|SAMN05216182_2763	WP_015908758.1	ATHE_RS12295
fig|31899.10.peg.3028|SAMN05216182_2764	WP_015908759.1	ATHE_RS12300
fig|31899.10.peg.3029|SAMN05216182_2765	WP_015908760.1	ATHE_RS12305
fig|31899.10.peg.3030|SAMN05216182_2766	WP_015908761.1	ATHE_RS12310
fig|31899.10.peg.3032|SAMN05216182_2768	WP_015908762.1	ATHE_RS12320
fig|31899.10.peg.3033|SAMN05216182_2769	WP_015908763.1	ATHE_RS12325
fig|31899.10.peg.3034|SAMN05216182_2770	WP_015908764.1	ATHE_RS12330
fig|31899.10.peg.3035|SAMN05216182_2771	WP_015908765.1	ATHE_RS12335
fig|31899.10.peg.3036|SAMN05216182_2772	WP_015908766.1	ATHE_RS12340
fig|31899.10.peg.3037|SAMN05216182_2773	WP_015908767.1	ATHE_RS12345
fig|31899.10.peg.3038|SAMN05216182_2774	WP_015908768.1	ATHE_RS12350
fig|31899.10.peg.3039|SAMN05216182_2775	WP_015908769.1	ATHE_RS12355
fig|31899.10.peg.3040|SAMN05216182_2776	WP_015908770.1	ATHE_RS12360
fig|31899.10.peg.3042|SAMN05216182_2778	WP_015908772.1	ATHE_RS12370
fig|31899.10.peg.3043|SAMN05216182_2779	WP_015908773.1	ATHE_RS12375
fig|31899.10.peg.3044|SAMN05216182_2780	WP_015908774.1	ATHE_RS12380
fig|31899.10.peg.3045|SAMN05216182_2781	WP_015908775.1	ATHE_RS12385
fig|31899.10.peg.3046|SAMN05216182_2782	WP_015908776.1	ATHE_RS12390
fig|31899.10.peg.3047|SAMN05216182_2783	WP_015908777.1	ATHE_RS12395
fig|31899.10.peg.3048|SAMN05216182_2784	WP_015908778.1	ATHE_RS12400
fig|31899.10.peg.3049|SAMN05216182_2785	WP_015908779.1	ATHE_RS12405
fig|31899.10.peg.3050|SAMN05216182_2786	WP_015908780.1	ATHE_RS12410
fig|31899.10.peg.3051|SAMN05216182_2787	WP_015908781.1	ATHE_RS12415
fig|31899.10.peg.3052|SAMN05216182_2788	WP_015908782.1	ATHE_RS12420
fig|31899.10.peg.3054|SAMN05216182_2790	WP_015908783.1	ATHE_RS12430
fig|31899.10.peg.3055|SAMN05216182_2791	WP_015908784.1	ATHE_RS12435
fig|31899.10.peg.3056|SAMN05216182_2792	WP_015908785.1	ATHE_RS12440
fig|31899.10.peg.3059|SAMN05216182_2794	WP_015908787.1	ATHE_RS12450
fig|31899.10.peg.3061|SAMN05216182_2795	WP_015908788.1	ATHE_RS12455
fig|31899.10.peg.3064	WP_015908789.1	ATHE_RS12460
fig|31899.10.peg.3065|SAMN05216182_2797	WP_015908790.1	ATHE_RS12465
fig|31899.10.peg.3067|SAMN05216182_2798	WP_015908791.1	ATHE_RS12475
fig|31899.10.peg.3068|SAMN05216182_2799	WP_015908792.1	ATHE_RS12480
fig|31899.10.peg.3069|SAMN05216182_2800	WP_015908793.1	ATHE_RS12485
fig|31899.10.peg.3071|SAMN05216182_2801	WP_015908794.1	ATHE_RS12495
fig|31899.10.peg.3072|SAMN05216182_2802	WP_015908795.1	ATHE_RS12500
fig|31899.10.peg.3074|SAMN05216182_2803	WP_015908796.1	ATHE_RS12505
fig|31899.10.peg.3075|SAMN05216182_2804	WP_015908797.1	ATHE_RS12510
fig|31899.10.peg.3076|SAMN05216182_2805	WP_015908798.1	ATHE_RS12515
fig|31899.10.peg.3077	WP_041727229.1	ATHE_RS12520
fig|31899.10.peg.3078|SAMN05216182_2806	WP_015908799.1	ATHE_RS12525
fig|31899.10.peg.3079|SAMN05216182_2807	WP_015908800.1	ATHE_RS12530
fig|31899.10.peg.3080|SAMN05216182_2808	WP_015908801.1	ATHE_RS12535
fig|31899.10.peg.3081|SAMN05216182_2809	WP_015908802.1	ATHE_RS12540
fig|31899.10.peg.3082|SAMN05216182_2810	WP_015908803.1	ATHE_RS12545
fig|31899.10.peg.3085|SAMN05216182_2813	WP_015908805.1	ATHE_RS12555
fig|31899.10.peg.3086|SAMN05216182_2814	WP_015908806.1	ATHE_RS12560
fig|31899.10.peg.3087|SAMN05216182_2815	WP_015908807.1	ATHE_RS12565
fig|31899.10.peg.3088|SAMN05216182_2816	WP_015908808.1	ATHE_RS12570
fig|31899.10.peg.3089|SAMN05216182_2817	WP_015908809.1	ATHE_RS12575
fig|31899.10.peg.3091|SAMN05216182_2819	WP_015908811.1	ATHE_RS12580
fig|31899.10.peg.3092|SAMN05216182_2820	WP_015908812.1	ATHE_RS12585
fig|31899.10.peg.3093|SAMN05216182_2821	WP_015908813.1	ATHE_RS12590
fig|31899.10.peg.3095|SAMN05216182_2823	WP_015908815.1	ATHE_RS12595
fig|31899.10.peg.3096|SAMN05216182_2824	WP_015908816.1	ATHE_RS12600
fig|31899.10.peg.3097|SAMN05216182_2825	WP_015908817.1	ATHE_RS12605
fig|31899.10.peg.3098|SAMN05216182_2826	WP_015908818.1	ATHE_RS12610
fig|31899.10.peg.3099	WP_015908819.1	ATHE_RS14370
fig|31899.10.peg.3100|SAMN05216182_2828	WP_015908820.1	ATHE_RS12615
fig|31899.10.peg.3103	WP_015908822.1	ATHE_RS12630
fig|31899.10.peg.3105|SAMN05216182_2831	WP_015908824.1	ATHE_RS12635
fig|31899.10.peg.3106|SAMN05216182_2832	WP_015908825.1	ATHE_RS12640
fig|31899.10.peg.3107|SAMN05216182_2833	WP_015908826.1	ATHE_RS12645
fig|31899.10.peg.3108|SAMN05216182_2834	WP_015908827.1	ATHE_RS12650
fig|31899.10.peg.3110|SAMN05216182_2836	WP_015908829.1	ATHE_RS12660
fig|31899.10.peg.3112|SAMN05216182_2839	WP_015908831.1	ATHE_RS12670
fig|31899.10.peg.3113|SAMN05216182_2840	WP_015908832.1	ATHE_RS12675
fig|31899.10.peg.3114|SAMN05216182_2841	WP_015908833.1	ATHE_RS12680
fig|31899.10.peg.3116|SAMN05216182_2842	WP_015908835.1	ATHE_RS12685
fig|31899.10.peg.3117|SAMN05216182_2843	WP_015908836.1	ATHE_RS12690
fig|31899.10.peg.3118|SAMN05216182_2844	WP_015908837.1	ATHE_RS12695
fig|31899.10.peg.3119|SAMN05216182_2845	WP_015908838.1	ATHE_RS12700
fig|31899.10.peg.3120|SAMN05216182_2846	WP_015908839.1	ATHE_RS12705
fig|31899.10.peg.3121|SAMN05216182_2847	WP_015908840.1	ATHE_RS12710
fig|31899.10.peg.3122|SAMN05216182_2848	WP_015908841.1	ATHE_RS12715
fig|31899.10.peg.3123|SAMN05216182_2849	WP_015908842.1	ATHE_RS12720
fig|31899.10.peg.3124|SAMN05216182_2850	WP_015908843.1	ATHE_RS12725
fig|31899.10.peg.3126|SAMN05216182_2851	WP_015908844.1	ATHE_RS12730
fig|31899.10.peg.3127|SAMN05216182_2852	WP_015908845.1	ATHE_RS12735
fig|31899.10.peg.3128|SAMN05216182_2853	WP_015908846.1	ATHE_RS12740
fig|31899.10.peg.3129|SAMN05216182_2854	WP_015908847.1	ATHE_RS12745
fig|31899.10.peg.3130|SAMN05216182_2855	WP_041727234.1	ATHE_RS12750
fig|31899.10.peg.3131|SAMN05216182_2856	WP_015908849.1	ATHE_RS12755
fig|31899.10.peg.3132|SAMN05216182_2857	WP_015908850.1	ATHE_RS12760
fig|31899.10.peg.27|SAMN05216182_2871	WP_012660748.1	ATHE_RS14010
fig|31899.10.peg.28|SAMN05216182_2872	WP_012660747.1	ATHE_RS14005
fig|31899.10.peg.30|SAMN05216182_2873	WP_012660746.1	ATHE_RS14000
fig|31899.10.peg.31|SAMN05216182_2874	WP_012660745.1	ATHE_RS13995
fig|31899.10.peg.32|SAMN05216182_2875	WP_012660744.1	ATHE_RS14445
fig|31899.10.peg.35|SAMN05216182_2877	WP_012660750.1	ATHE_RS14020
fig|31899.10.peg.38|SAMN05216182_2879	WP_012660748.1	ATHE_RS14010
fig|31899.10.peg.39|SAMN05216182_2880	WP_012660747.1	ATHE_RS14005
fig|31899.10.peg.41|SAMN05216182_2881	WP_012660746.1	ATHE_RS14000
fig|31899.10.peg.42|SAMN05216182_2882	WP_012660745.1	ATHE_RS13995
fig|31899.10.peg.43|SAMN05216182_2883	WP_012660744.1	ATHE_RS14445
fig|31899.10.peg.46|SAMN05216182_2885	WP_012660750.1	ATHE_RS14020
fig|31899.10.peg.55|SAMN05216182_2889	WP_015907297.1	ATHE_RS03695
fig|31899.10.peg.62|SAMN05216182_2894	WP_015907301.1	ATHE_RS03720
fig|31899.10.peg.63|SAMN05216182_2895	WP_015907302.1	ATHE_RS03725
fig|31899.10.peg.2|SAMN05216182_2901	WP_012660752.1	ATHE_RS14035
fig|31899.10.peg.3|SAMN05216182_2902	WP_012660753.1	ATHE_RS14040
fig|31899.10.peg.4|SAMN05216182_2903	WP_012660754.1	ATHE_RS14045
fig|31899.10.peg.5|SAMN05216182_2904	WP_012660751.1	ATHE_RS14030
fig|31899.10.peg.6|SAMN05216182_2905	WP_012660752.1	ATHE_RS14035
fig|31899.10.peg.7|SAMN05216182_2906	WP_012660753.1	ATHE_RS14040
fig|31899.10.peg.8|SAMN05216182_2907	WP_012660754.1	ATHE_RS14045
